"cdCliente","Cliente","CanalAtendimento","cdCidade"
"154945","Cliente 2391","MERCEARIA","70"
"154949","Cliente 9065","SM DE 02 A 04 CHECK-OUT","100"
"154952","Cliente 9164","MERCEARIA","53"
"154982","Cliente 5282","RESTAURANTE","72"
"154983","Cliente 4233","PRESTADORA DE SERVICOS","71"
"155030","Cliente 3322","SM DE 02 A 04 CHECK-OUT","9"
"155117","Cliente 4435","CONFEITARIA/PANIFICADORA","57"
"155149","Cliente 2500","MERCEARIA","160"
"155150","Cliente 8834","CONVENIENCIA","29"
"155193","Cliente 3883","BOMBONIERE/BAZAR","56"
"155211","Cliente 3394","CONVENIENCIA","91"
"155224","Cliente 4617","SM DE 02 A 04 CHECK-OUT","18"
"155226","Cliente 53","CONVENIENCIA","102"
"155245","Cliente 10335","CONVENIENCIA","44"
"155278","Cliente 8971","CONVENIENCIA","64"
"155283","Cliente 7372","MERCEARIA","128"
"155302","Cliente 7977","MERCEARIA","72"
"155303","Cliente 1388","SM DE 02 A 04 CHECK-OUT","107"
"155319","Cliente 2556","MERCEARIA","52"
"155322","Cliente 4486","SM DE 05 A 09 CHECK-OUT","52"
"155328","Cliente 6930","POSTO DE COMBUSTIVEL","71"
"155359","Cliente 639","BARES TRADICIONAIS","47"
"155371","Cliente 5874","CONVENIENCIA","17"
"155378","Cliente 4658","LOJA DE DEPARTAMENTO","98"
"155382","Cliente 7083","MERCEARIA","79"
"155397","Cliente 10263","MERCEARIA","82"
"155425","Cliente 10599","MERCEARIA","15"
"155426","Cliente 9490","BOMBONIERE/BAZAR","110"
"155427","Cliente 7714","MERCEARIA","160"
"155435","Cliente 11441","MECANICA MISTA","71"
"155440","Cliente 1198","HOTEL/MOTEL","52"
"155449","Cliente 9020","RESTAURANTE","9"
"155469","Cliente 291","BARES TRADICIONAIS","17"
"155475","Cliente 6404","MERCEARIA","128"
"155476","Cliente 6877","MERCEARIA","128"
"155493","Cliente 3611","RESTAURANTE","144"
"155502","Cliente 9950","MERCEARIA","70"
"155506","Cliente 263","BOMBONIERE/BAZAR","125"
"155515","Cliente 10134","SM DE 10 A 19 CHECK-OUT","21"
"155553","Cliente 1212","SM DE 02 A 04 CHECK-OUT","135"
"155554","Cliente 6727","CONVENIENCIA","135"
"155631","Cliente 8549","RESTAURANTE","47"
"155632","Cliente 1750","MERCEARIA","147"
"155675","Cliente 9390","CONFEITARIA/PANIFICADORA","17"
"155689","Cliente 7606","SM DE 02 A 04 CHECK-OUT","40"
"155712","Cliente 10715","CLUBE/CANTINA","25"
"155752","Cliente 6281","MERCEARIA","162"
"155788","Cliente 9465","CONFEITARIA/PANIFICADORA","159"
"155828","Cliente 6845","CONVENIENCIA","157"
"155857","Cliente 7870","MERCEARIA","93"
"155858","Cliente 9413","SM DE 02 A 04 CHECK-OUT","104"
"155862","Cliente 6758","ATACADO","17"
"155864","Cliente 10434","MERCEARIA","79"
"155874","Cliente 10025","CONFEITARIA/PANIFICADORA","25"
"155879","Cliente 2717","RESTAURANTE","71"
"155925","Cliente 4628","CONFEITARIA/PANIFICADORA","111"
"155932","Cliente 2376","RESTAURANTE","24"
"155935","Cliente 10301","SM DE 02 A 04 CHECK-OUT","30"
"156008","Cliente 11534","SM DE 02 A 04 CHECK-OUT","16"
"156010","Cliente 5023","BARES TRADICIONAIS","106"
"156013","Cliente 3735","PASTELARIA/PIZZARIA","47"
"156023","Cliente 10009","CONVENIENCIA","47"
"156043","Cliente 9901","PRESTADORA DE SERVICOS","25"
"156048","Cliente 8689","ACOUGUE/VERDUREIRA","55"
"156066","Cliente 6104","CONVENIENCIA","62"
"156074","Cliente 4114","CONVENIENCIA","21"
"156143","Cliente 3209","MERCEARIA","79"
"156146","Cliente 7141","BOMBONIERE/BAZAR","71"
"156210","Cliente 5658","BARES TRADICIONAIS","98"
"156224","Cliente 9089","MERCEARIA","71"
"156238","Cliente 11590","RESTAURANTE","79"
"156243","Cliente 3718","MERCEARIA","77"
"156251","Cliente 6443","SM DE 02 A 04 CHECK-OUT","62"
"156258","Cliente 3879","BARES TRADICIONAIS","66"
"156260","Cliente 8142","RESTAURANTE","24"
"156263","Cliente 3413","SM DE 10 A 19 CHECK-OUT","25"
"156331","Cliente 2977","CONVENIENCIA","77"
"156361","Cliente 2982","CONFEITARIA/PANIFICADORA","83"
"156365","Cliente 6799","CONFEITARIA/PANIFICADORA","104"
"156379","Cliente 6506","MERCEARIA","73"
"156382","Cliente 1140","FARMACIA/DROGARIA","56"
"156383","Cliente 7261","RESTAURANTE","52"
"156393","Cliente 3906","MERCEARIA","24"
"156403","Cliente 1314","PRESTADORA DE SERVICOS","79"
"156406","Cliente 3754","RESTAURANTE","98"
"156445","Cliente 10045","PESSOA FISICA","71"
"156447","Cliente 1495","MERCEARIA","144"
"156451","Cliente 1534","SM DE 02 A 04 CHECK-OUT","6"
"156477","Cliente 9242","MERCEARIA","144"
"156515","Cliente 4893","BARES TRADICIONAIS","79"
"156517","Cliente 8411","SM DE 02 A 04 CHECK-OUT","10"
"156528","Cliente 7669","MERCEARIA","25"
"156530","Cliente 9910","QUIOSQUES","139"
"156533","Cliente 202","FLORICULTURA/CESTAS","152"
"156547","Cliente 557","CONVENIENCIA","142"
"156552","Cliente 7485","CONFEITARIA/PANIFICADORA","150"
"156578","Cliente 2550","PRESTADORA DE SERVICOS","71"
"156581","Cliente 10777","CONVENIENCIA","25"
"156588","Cliente 4533","LOJA DE DEPARTAMENTO","77"
"156597","Cliente 10239","SM DE 05 A 09 CHECK-OUT","164"
"156629","Cliente 7965","MERCEARIA","70"
"156631","Cliente 3310","MERCEARIA","70"
"156633","Cliente 5644","BOMBONIERE/BAZAR","9"
"156666","Cliente 315","CONFEITARIA/PANIFICADORA","79"
"156667","Cliente 6036","CONVENIENCIA","17"
"156672","Cliente 10076","CONFEITARIA/PANIFICADORA","116"
"156718","Cliente 6981","BARES TRADICIONAIS","52"
"156743","Cliente 11444","QUIOSQUES","25"
"156766","Cliente 1395","TERCEIROS","144"
"156794","Cliente 2148","FLORICULTURA/CESTAS","96"
"156799","Cliente 144","SM DE 10 A 19 CHECK-OUT","71"
"156801","Cliente 4173","MERCEARIA","18"
"156811","Cliente 447","RESTAURANTE","17"
"156834","Cliente 4861","ATACADO","9"
"156852","Cliente 5652","MERCEARIA","98"
"156857","Cliente 2742","MERCEARIA","57"
"156861","Cliente 7530","SM DE 02 A 04 CHECK-OUT","144"
"156868","Cliente 10833","SM DE 02 A 04 CHECK-OUT","57"
"156873","Cliente 6144","CONVENIENCIA","17"
"156876","Cliente 3659","MERCEARIA","52"
"156878","Cliente 1092","MERCEARIA","24"
"156887","Cliente 10443","SM DE 02 A 04 CHECK-OUT","136"
"156888","Cliente 9229","MERCEARIA","65"
"156898","Cliente 2581","MERCEARIA","154"
"156901","Cliente 1931","CONFEITARIA/PANIFICADORA","146"
"156906","Cliente 3969","MERCEARIA","63"
"156924","Cliente 10503","CONFEITARIA/PANIFICADORA","63"
"156926","Cliente 2109","RESTAURANTE","47"
"156927","Cliente 9883","BARES TRADICIONAIS","151"
"156959","Cliente 6080","MERCEARIA","82"
"156990","Cliente 3249","ACOUGUE/VERDUREIRA","88"
"157009","Cliente 818","SM DE 02 A 04 CHECK-OUT","152"
"157018","Cliente 8234","HOTEL/MOTEL","79"
"157022","Cliente 8831","MERCEARIA","104"
"157034","Cliente 7905","MERCEARIA","71"
"157044","Cliente 5585","BARES TRADICIONAIS","17"
"157051","Cliente 8665","INDUSTRIA/EMPRESA","124"
"157069","Cliente 7106","CONFEITARIA/PANIFICADORA","79"
"157070","Cliente 748","FARMACIA/DROGARIA","98"
"157083","Cliente 477","MERCEARIA","79"
"157110","Cliente 6458","CONFEITARIA/PANIFICADORA","98"
"157119","Cliente 8185","CONVENIENCIA","47"
"157128","Cliente 307","FARMACIA/DROGARIA","136"
"157129","Cliente 3107","ACOUGUE/VERDUREIRA","79"
"157130","Cliente 7396","ACOUGUE/VERDUREIRA","79"
"157137","Cliente 3165","CONFEITARIA/PANIFICADORA","144"
"157138","Cliente 3565","CONFEITARIA/PANIFICADORA","63"
"157142","Cliente 721","MERCEARIA","25"
"157153","Cliente 6235","SM DE 10 A 19 CHECK-OUT","56"
"157225","Cliente 1583","CONFEITARIA/PANIFICADORA","72"
"157253","Cliente 3191","LOJA DE DEPARTAMENTO","151"
"157267","Cliente 10412","CONVENIENCIA","66"
"157287","Cliente 7953","ACOUGUE/VERDUREIRA","83"
"157290","Cliente 7201","PRESTADORA DE SERVICOS","71"
"157319","Cliente 6772","MERCEARIA","10"
"157324","Cliente 6390","SM DE 02 A 04 CHECK-OUT","101"
"157335","Cliente 1915","MERCEARIA","19"
"157337","Cliente 4992","SM DE 02 A 04 CHECK-OUT","71"
"157350","Cliente 3891","CONFEITARIA/PANIFICADORA","25"
"157377","Cliente 4637","SM DE 02 A 04 CHECK-OUT","153"
"157378","Cliente 4734","CONVENIENCIA","10"
"157384","Cliente 6261","MERCEARIA","150"
"157394","Cliente 620","MERCEARIA","144"
"157396","Cliente 6581","MERCEARIA","144"
"157399","Cliente 3748","MERCEARIA","106"
"157412","Cliente 895","SM DE 02 A 04 CHECK-OUT","63"
"157453","Cliente 11059","CONVENIENCIA","104"
"157463","Cliente 8581","ACOUGUE/VERDUREIRA","70"
"157479","Cliente 11617","MERCEARIA","66"
"157494","Cliente 1987","MERCEARIA","57"
"157546","Cliente 9344","SM DE 02 A 04 CHECK-OUT","47"
"157554","Cliente 8830","CONVENIENCIA","72"
"157556","Cliente 8703","SM DE 02 A 04 CHECK-OUT","104"
"157564","Cliente 418","MERCEARIA","151"
"157575","Cliente 738","MERCEARIA","82"
"157606","Cliente 10592","MERCEARIA","57"
"157625","Cliente 656","CONFEITARIA/PANIFICADORA","98"
"157637","Cliente 3190","SM DE 10 A 19 CHECK-OUT","56"
"157652","Cliente 3006","SM DE 02 A 04 CHECK-OUT","66"
"157684","Cliente 11137","MERCEARIA","144"
"157685","Cliente 11403","VAREJO DE LUBRIFICANTES","154"
"157700","Cliente 4651","FARMACIA/DROGARIA","52"
"157713","Cliente 1406","PRESTADORA DE SERVICOS","52"
"157718","Cliente 9810","MERCEARIA","19"
"157723","Cliente 11325","SM ACIMA DE 20 CHECK-OUT","79"
"157738","Cliente 2865","PRESTADORA DE SERVICOS","52"
"157755","Cliente 2395","HOTEL/MOTEL","66"
"157757","Cliente 10209","CONVENIENCIA","98"
"157758","Cliente 8064","SM DE 02 A 04 CHECK-OUT","61"
"157772","Cliente 5601","MERCEARIA","125"
"157775","Cliente 3642","MERCEARIA","52"
"157813","Cliente 58","SM DE 05 A 09 CHECK-OUT","137"
"157832","Cliente 5523","BARES TRADICIONAIS","52"
"157848","Cliente 3777","MERCEARIA","104"
"157853","Cliente 7652","SORVETERIA","100"
"157868","Cliente 8301","CONFEITARIA/PANIFICADORA","79"
"157877","Cliente 1905","CONFEITARIA/PANIFICADORA","55"
"157901","Cliente 5958","SM DE 02 A 04 CHECK-OUT","82"
"157930","Cliente 3187","MERCEARIA","24"
"157931","Cliente 886","MERCEARIA","53"
"157940","Cliente 9571","MERCEARIA","106"
"157950","Cliente 532","CONFEITARIA/PANIFICADORA","47"
"157965","Cliente 2083","BARES TRADICIONAIS","80"
"157979","Cliente 425","ATACADO","33"
"157980","Cliente 6520","MERCEARIA","66"
"157983","Cliente 8392","FARMACIA/DROGARIA","52"
"158001","Cliente 1506","CONFEITARIA/PANIFICADORA","52"
"158012","Cliente 1257","FARMACIA/DROGARIA","110"
"158018","Cliente 2409","FLORICULTURA/CESTAS","140"
"158022","Cliente 3175","MERCEARIA","116"
"158033","Cliente 59","MERCEARIA","122"
"158034","Cliente 5277","TERCEIROS","63"
"158035","Cliente 9559","INDUSTRIA/EMPRESA","79"
"158039","Cliente 8497","MERCEARIA","52"
"158054","Cliente 7619","MERCEARIA","98"
"158055","Cliente 4836","SM DE 02 A 04 CHECK-OUT","137"
"158059","Cliente 2791","BOMBONIERE/BAZAR","15"
"158062","Cliente 5947","SM DE 05 A 09 CHECK-OUT","20"
"158073","Cliente 7684","SM DE 02 A 04 CHECK-OUT","66"
"158086","Cliente 9384","CONVENIENCIA","17"
"158101","Cliente 9102","CLUBE/CANTINA","79"
"158102","Cliente 4593","CONFEITARIA/PANIFICADORA","128"
"158104","Cliente 1690","ATACADO","144"
"158115","Cliente 8918","CONVENIENCIA","71"
"158122","Cliente 1324","ACOUGUE/VERDUREIRA","144"
"158132","Cliente 6933","BARES TRADICIONAIS","128"
"158148","Cliente 9881","PRESTADORA DE SERVICOS","74"
"158156","Cliente 4701","SM DE 02 A 04 CHECK-OUT","79"
"158159","Cliente 4712","CONVENIENCIA","47"
"158160","Cliente 7948","SM DE 02 A 04 CHECK-OUT","40"
"158163","Cliente 2154","ACOUGUE/VERDUREIRA","29"
"158164","Cliente 9156","MERCEARIA","151"
"158165","Cliente 775","ACOUGUE/VERDUREIRA","137"
"158181","Cliente 2357","CONFEITARIA/PANIFICADORA","52"
"158186","Cliente 9819","CONVENIENCIA","77"
"158190","Cliente 6589","ACOUGUE/VERDUREIRA","137"
"158202","Cliente 1536","SM DE 02 A 04 CHECK-OUT","79"
"158210","Cliente 8854","MERCEARIA","106"
"158224","Cliente 4062","MERCEARIA","104"
"158233","Cliente 924","MERCEARIA","71"
"158250","Cliente 6386","MERCEARIA","68"
"158251","Cliente 7680","CONFEITARIA/PANIFICADORA","47"
"158272","Cliente 3980","SM DE 02 A 04 CHECK-OUT","102"
"158273","Cliente 6680","MERCEARIA","102"
"158274","Cliente 6248","CONVENIENCIA","114"
"158298","Cliente 8808","CONFEITARIA/PANIFICADORA","160"
"158300","Cliente 6953","RESTAURANTE","118"
"158319","Cliente 6364","QUIOSQUES","52"
"158320","Cliente 2205","MERCEARIA","71"
"158324","Cliente 2553","BOMBONIERE/BAZAR","55"
"158330","Cliente 9283","SM DE 02 A 04 CHECK-OUT","52"
"158340","Cliente 659","CONVENIENCIA","77"
"158369","Cliente 1176","INDUSTRIA/EMPRESA","77"
"158373","Cliente 7903","MERCEARIA","104"
"158379","Cliente 1892","QUIOSQUES","71"
"158385","Cliente 1217","BARES TRADICIONAIS","79"
"158391","Cliente 6705","CONVENIENCIA","74"
"158401","Cliente 1709","MERCEARIA","52"
"158427","Cliente 5622","CONFEITARIA/PANIFICADORA","16"
"158448","Cliente 5661","PRESTADORA DE SERVICOS","84"
"158450","Cliente 5123","MERCEARIA","151"
"158458","Cliente 5044","MERCEARIA","25"
"158463","Cliente 9853","CONFEITARIA/PANIFICADORA","137"
"158474","Cliente 2779","CONVENIENCIA","140"
"158521","Cliente 2517","CONFEITARIA/PANIFICADORA","79"
"158530","Cliente 941","FARMACIA/DROGARIA","98"
"158547","Cliente 9874","CLUBE/CANTINA","93"
"158548","Cliente 415","CONVENIENCIA","93"
"158550","Cliente 3755","MERCEARIA","144"
"158583","Cliente 11313","LOJA DE DEPARTAMENTO","137"
"158589","Cliente 3856","LOJA DE BRINQUEDOS/ELETRONICO","19"
"158605","Cliente 1056","MERCEARIA","137"
"158614","Cliente 10046","RESTAURANTE","79"
"158634","Cliente 8199","CONFEITARIA/PANIFICADORA","104"
"158635","Cliente 6684","CONVENIENCIA","52"
"158636","Cliente 3093","SM DE 02 A 04 CHECK-OUT","54"
"158640","Cliente 10895","MERCEARIA","25"
"158679","Cliente 8046","ATACADO","79"
"158685","Cliente 9456","SM DE 02 A 04 CHECK-OUT","79"
"158691","Cliente 10419","CONFEITARIA/PANIFICADORA","82"
"158708","Cliente 6963","FLORICULTURA/CESTAS","114"
"158716","Cliente 2579","ATACADO","160"
"158717","Cliente 8213","MERCEARIA","111"
"158729","Cliente 3699","MERCEARIA","72"
"158752","Cliente 5188","CONFEITARIA/PANIFICADORA","73"
"158771","Cliente 7480","CONFEITARIA/PANIFICADORA","63"
"158814","Cliente 10296","ACOUGUE/VERDUREIRA","52"
"158825","Cliente 4677","FORNECEDOR","144"
"158832","Cliente 1171","MECANICA DE CARRO","71"
"158861","Cliente 2558","CONFEITARIA/PANIFICADORA","79"
"158865","Cliente 6013","CONFEITARIA/PANIFICADORA","88"
"158868","Cliente 5354","BANCA DE REVISTA","52"
"158878","Cliente 2521","CONFEITARIA/PANIFICADORA","160"
"158882","Cliente 10158","BARES TRADICIONAIS","68"
"158884","Cliente 5002","LIVRARIA/PAPELARIA","84"
"158895","Cliente 852","MERCEARIA","76"
"158908","Cliente 1366","ATACADO","71"
"158916","Cliente 6339","BARES TRADICIONAIS","52"
"158946","Cliente 4285","MERCEARIA","77"
"158947","Cliente 1556","MERCEARIA","36"
"158965","Cliente 7924","BOMBONIERE/BAZAR","79"
"158972","Cliente 11099","CONFEITARIA/PANIFICADORA","79"
"158995","Cliente 10442","CONVENIENCIA","17"
"159001","Cliente 7910","MERCEARIA","128"
"159003","Cliente 2516","CONFEITARIA/PANIFICADORA","16"
"159031","Cliente 6088","MERCEARIA","137"
"159056","Cliente 5990","SM DE 02 A 04 CHECK-OUT","71"
"159060","Cliente 4391","SM DE 02 A 04 CHECK-OUT","137"
"159063","Cliente 10700","BARES TRADICIONAIS","125"
"159075","Cliente 8375","LOJA DE BRINQUEDOS/ELETRONICO","79"
"159081","Cliente 7041","TERCEIROS","116"
"159095","Cliente 4574","CONFEITARIA/PANIFICADORA","31"
"159096","Cliente 4570","SM DE 10 A 19 CHECK-OUT","56"
"159103","Cliente 8159","SM DE 02 A 04 CHECK-OUT","71"
"159117","Cliente 9825","ATACADO","31"
"159129","Cliente 6320","SM DE 02 A 04 CHECK-OUT","52"
"159179","Cliente 2477","SM DE 02 A 04 CHECK-OUT","160"
"159185","Cliente 6888","FLORICULTURA/CESTAS","31"
"159189","Cliente 908","MERCEARIA","98"
"159204","Cliente 8029","CONFEITARIA/PANIFICADORA","11"
"159216","Cliente 6256","LOJA DE DEPARTAMENTO","25"
"159236","Cliente 6852","CONFEITARIA/PANIFICADORA","152"
"159238","Cliente 10634","MERCEARIA","144"
"159240","Cliente 10324","SM DE 02 A 04 CHECK-OUT","79"
"159243","Cliente 10506","LOJA DE DEPARTAMENTO","77"
"159244","Cliente 4393","SM DE 02 A 04 CHECK-OUT","82"
"159256","Cliente 9572","BARES TRADICIONAIS","52"
"159336","Cliente 5976","MERCEARIA","118"
"159342","Cliente 8279","CONVENIENCIA","34"
"159384","Cliente 268","CONVENIENCIA","79"
"159409","Cliente 6663","CONFEITARIA/PANIFICADORA","71"
"159417","Cliente 4143","LIVRARIA/PAPELARIA","77"
"159418","Cliente 1752","SM DE 05 A 09 CHECK-OUT","57"
"159463","Cliente 5630","MERCEARIA","88"
"159466","Cliente 843","CONFEITARIA/PANIFICADORA","71"
"159484","Cliente 4731","RESTAURANTE","71"
"159540","Cliente 9574","SM DE 02 A 04 CHECK-OUT","79"
"159554","Cliente 7899","BOMBONIERE/BAZAR","88"
"159584","Cliente 2137","CLUBE/CANTINA","47"
"159586","Cliente 2989","RESTAURANTE","79"
"159602","Cliente 9338","CONFEITARIA/PANIFICADORA","72"
"159605","Cliente 1213","MERCEARIA","38"
"159614","Cliente 6782","ACOUGUE/VERDUREIRA","71"
"159617","Cliente 11429","CONVENIENCIA","71"
"159619","Cliente 1839","SM ACIMA DE 20 CHECK-OUT","71"
"159620","Cliente 8681","SM DE 10 A 19 CHECK-OUT","10"
"159642","Cliente 1715","CLUBE/CANTINA","52"
"159698","Cliente 5","CONFEITARIA/PANIFICADORA","160"
"159741","Cliente 11589","CONFEITARIA/PANIFICADORA","52"
"159747","Cliente 4405","SM DE 02 A 04 CHECK-OUT","52"
"159771","Cliente 9133","MERCEARIA","25"
"159803","Cliente 4885","BOMBONIERE/BAZAR","79"
"159804","Cliente 2095","CONVENIENCIA","71"
"159835","Cliente 6016","MERCEARIA","16"
"159861","Cliente 9614","PASTELARIA/PIZZARIA","77"
"159866","Cliente 11457","SM DE 10 A 19 CHECK-OUT","153"
"159867","Cliente 8781","MERCEARIA","17"
"159868","Cliente 1203","SM DE 02 A 04 CHECK-OUT","25"
"159896","Cliente 1367","MERCEARIA","19"
"159905","Cliente 4384","SM DE 02 A 04 CHECK-OUT","152"
"159943","Cliente 8317","MERCEARIA","79"
"159969","Cliente 8112","MERCEARIA","71"
"159978","Cliente 9190","MERCEARIA","164"
"160023","Cliente 24","CONVENIENCIA","47"
"160052","Cliente 8677","SM DE 02 A 04 CHECK-OUT","31"
"160057","Cliente 426","CONVENIENCIA","79"
"160058","Cliente 3339","MERCEARIA","94"
"160060","Cliente 1773","MERCEARIA","128"
"160090","Cliente 10456","MERCEARIA","17"
"160134","Cliente 6134","CONVENIENCIA","116"
"160162","Cliente 11476","MERCEARIA","77"
"160172","Cliente 1602","SM DE 10 A 19 CHECK-OUT","17"
"160223","Cliente 9591","BOMBONIERE/BAZAR","98"
"160228","Cliente 9131","SORVETERIA","9"
"160240","Cliente 7146","MERCEARIA","144"
"160301","Cliente 10303","MERCEARIA","47"
"160312","Cliente 7494","MERCEARIA","160"
"160314","Cliente 5068","MERCEARIA","161"
"160335","Cliente 7467","CONVENIENCIA","17"
"160340","Cliente 2302","CONVENIENCIA","144"
"160344","Cliente 6387","MERCEARIA","139"
"160349","Cliente 3899","FARMACIA/DROGARIA","139"
"160360","Cliente 10695","BARES TRADICIONAIS","73"
"160380","Cliente 3692","SM DE 05 A 09 CHECK-OUT","72"
"160384","Cliente 1219","CONVENIENCIA","142"
"160385","Cliente 10593","BARES TRADICIONAIS","68"
"160419","Cliente 6061","SM DE 05 A 09 CHECK-OUT","72"
"160447","Cliente 1465","CONFEITARIA/PANIFICADORA","132"
"160454","Cliente 6233","CONFEITARIA/PANIFICADORA","17"
"160456","Cliente 8023","MERCEARIA","44"
"160465","Cliente 5258","CONFEITARIA/PANIFICADORA","77"
"160471","Cliente 10407","CONFEITARIA/PANIFICADORA","112"
"160473","Cliente 7469","MERCEARIA","17"
"160503","Cliente 5888","SM DE 05 A 09 CHECK-OUT","29"
"160514","Cliente 1107","TERCEIROS","79"
"160538","Cliente 2053","CONFEITARIA/PANIFICADORA","104"
"160540","Cliente 3660","CONVENIENCIA","98"
"160566","Cliente 9846","MERCEARIA","88"
"160588","Cliente 4133","PRESTADORA DE SERVICOS","72"
"160610","Cliente 9284","CONVENIENCIA","72"
"160613","Cliente 2234","SM DE 02 A 04 CHECK-OUT","156"
"160678","Cliente 11620","MERCEARIA","34"
"160681","Cliente 7382","MERCEARIA","74"
"160682","Cliente 11047","MERCEARIA","104"
"160692","Cliente 10267","CONVENIENCIA","25"
"160708","Cliente 5871","CONVENIENCIA","66"
"160711","Cliente 2998","MERCEARIA","52"
"160747","Cliente 7375","MERCEARIA","17"
"160749","Cliente 5649","MERCEARIA","144"
"160756","Cliente 3862","ACOUGUE/VERDUREIRA","34"
"160763","Cliente 4786","RESTAURANTE","139"
"160784","Cliente 1115","MERCEARIA","24"
"160786","Cliente 10948","PRESTADORA DE SERVICOS","71"
"160824","Cliente 10385","MERCEARIA","68"
"160839","Cliente 4554","SM DE 05 A 09 CHECK-OUT","29"
"160849","Cliente 2764","MERCEARIA","104"
"160879","Cliente 812","ACOUGUE/VERDUREIRA","104"
"160895","Cliente 8138","CONVENIENCIA","114"
"160908","Cliente 3399","MERCEARIA","19"
"160909","Cliente 391","SM DE 10 A 19 CHECK-OUT","98"
"160950","Cliente 7535","SM DE 10 A 19 CHECK-OUT","56"
"160955","Cliente 6747","BOMBONIERE/BAZAR","72"
"160977","Cliente 162","SM DE 02 A 04 CHECK-OUT","76"
"160991","Cliente 6029","SM DE 02 A 04 CHECK-OUT","71"
"160999","Cliente 8438","LOJA DE DEPARTAMENTO","52"
"161001","Cliente 2187","CONVENIENCIA","98"
"161006","Cliente 4730","MERCEARIA","47"
"161022","Cliente 6796","MERCEARIA","52"
"161037","Cliente 10236","CONVENIENCIA","82"
"161075","Cliente 5864","BARES TRADICIONAIS","52"
"161091","Cliente 3011","SM DE 05 A 09 CHECK-OUT","52"
"161112","Cliente 7406","CONFEITARIA/PANIFICADORA","52"
"161113","Cliente 3794","HOTEL/MOTEL","52"
"161139","Cliente 576","MERCEARIA","79"
"161140","Cliente 10393","MERCEARIA","46"
"161142","Cliente 4951","CONVENIENCIA","17"
"161153","Cliente 10488","SM DE 02 A 04 CHECK-OUT","160"
"161154","Cliente 7482","CONVENIENCIA","128"
"161160","Cliente 4680","MERCEARIA","47"
"161165","Cliente 3620","CONVENIENCIA","61"
"161168","Cliente 9072","MERCEARIA","71"
"161182","Cliente 6162","MATERIAL DE CONSTRUCAO","25"
